Segment,Product,Date,Quantity,Unique Purchases,Avg. Price,Product Revenue,Avg. QTY,Redistributed Price,Days since Day 1
Y,Product A,19/01/2016,0,0,#DIV/0!,0,0,N/A,49
Z,Product A,19/01/2016,0,0,#DIV/0!,0,0,N/A,49
W,Product B,19/01/2016,0,0,#DIV/0!,0,0,N/A,49
X,Product B,19/01/2016,0,0,#DIV/0!,0,0,N/A,49
Z,Product B,19/01/2016,0,0,#DIV/0!,0,0,N/A,49
Y,Product B ,19/01/2016,0,0,#DIV/0!,0,0,N/A,49
W,Product A,20/01/2016,47,47,593.53,27896.09,1,593.53,50
X,Product A,20/01/2016,43,43,595.77,25618.04,1,595.77,50
Y,Product A,20/01/2016,0,0,#DIV/0!,0,0,N/A,50
Z,Product A,20/01/2016,0,0,#DIV/0!,0,0,N/A,50
W,Product B,20/01/2016,0,0,#DIV/0!,0,0,N/A,50
X,Product B,20/01/2016,0,0,#DIV/0!,0,0,N/A,50
Z,Product B,20/01/2016,0,0,#DIV/0!,0,0,N/A,50
Y,Product B ,20/01/2016,0,0,#DIV/0!,0,0,N/A,50
W,Product A,21/01/2016,29,29,575.43,16687.57,1,575.43,51
X,Product A,21/01/2016,27,27,574.87,15521.53,1,574.87,51
Y,Product A,21/01/2016,0,0,#DIV/0!,0,0,N/A,51
Z,Product A,21/01/2016,0,0,#DIV/0!,0,0,N/A,51
W,Product B,21/01/2016,0,0,#DIV/0!,0,0,N/A,51
X,Product B,21/01/2016,0,0,#DIV/0!,0,0,N/A,51
Z,Product B,21/01/2016,0,0,#DIV/0!,0,0,N/A,51
Y,Product B ,21/01/2016,0,0,#DIV/0!,0,0,N/A,51
W,Product A,22/01/2016,45,45,578.46,26030.74,1,578.46,52
X,Product A,22/01/2016,41,41,578.02,23698.66,1,578.02,52
Y,Product A,22/01/2016,0,0,#DIV/0!,0,0,N/A,52
Z,Product A,22/01/2016,0,0,#DIV/0!,0,0,N/A,52
W,Product B,22/01/2016,0,0,#DIV/0!,0,0,N/A,52
X,Product B,22/01/2016,0,0,#DIV/0!,0,0,N/A,52
Z,Product B,22/01/2016,0,0,#DIV/0!,0,0,N/A,52
Y,Product B ,22/01/2016,0,0,#DIV/0!,0,0,N/A,52
W,Product A,23/01/2016,67,67,577.32,38680.77,1,577.32,53
X,Product A,23/01/2016,58,58,579.46,33608.5,1,579.46,53
Y,Product A,23/01/2016,0,0,#DIV/0!,0,0,N/A,53
Z,Product A,23/01/2016,0,0,#DIV/0!,0,0,N/A,53
W,Product B,23/01/2016,0,0,#DIV/0!,0,0,N/A,53
X,Product B,23/01/2016,0,0,#DIV/0!,0,0,N/A,53
Z,Product B,23/01/2016,0,0,#DIV/0!,0,0,N/A,53
Y,Product B ,23/01/2016,0,0,#DIV/0!,0,0,N/A,53
W,Product A,24/01/2016,61,61,578.73,35302.34,1,578.73,54
X,Product A,24/01/2016,52,52,577.98,30055.16,1,577.98,54
Y,Product A,24/01/2016,0,0,#DIV/0!,0,0,N/A,54
Z,Product A,24/01/2016,0,0,#DIV/0!,0,0,N/A,54
W,Product B,24/01/2016,0,0,#DIV/0!,0,0,N/A,54
X,Product B,24/01/2016,0,0,#DIV/0!,0,0,N/A,54
Z,Product B,24/01/2016,0,0,#DIV/0!,0,0,N/A,54
Y,Product B ,24/01/2016,0,0,#DIV/0!,0,0,N/A,54
W,Product A,25/01/2016,21,21,584.26,12269.49,1,584.26,55
X,Product A,25/01/2016,16,16,581.69,9306.99,1,581.69,55
Y,Product A,25/01/2016,0,0,#DIV/0!,0,0,N/A,55
Z,Product A,25/01/2016,0,0,#DIV/0!,0,0,N/A,55
W,Product B,25/01/2016,0,0,#DIV/0!,0,0,N/A,55
X,Product B,25/01/2016,0,0,#DIV/0!,0,0,N/A,55
Z,Product B,25/01/2016,0,0,#DIV/0!,0,0,N/A,55
Y,Product B ,25/01/2016,0,0,#DIV/0!,0,0,N/A,55
W,Product A,26/01/2016,25,25,603.44,15086.08,1,603.44,56
X,Product A,26/01/2016,19,19,604.9,11493.16,1,604.9,56
Y,Product A,26/01/2016,0,0,#DIV/0!,0,0,N/A,56
Z,Product A,26/01/2016,0,0,#DIV/0!,0,0,N/A,56
W,Product B,26/01/2016,0,0,#DIV/0!,0,0,N/A,56
X,Product B,26/01/2016,0,0,#DIV/0!,0,0,N/A,56
Z,Product B,26/01/2016,0,0,#DIV/0!,0,0,N/A,56
Y,Product B ,26/01/2016,0,0,#DIV/0!,0,0,N/A,56
W,Product A,27/01/2016,26,26,590.7,15358.15,1,590.7,57
X,Product A,27/01/2016,24,24,587.39,14097.31,1,587.39,57
Y,Product A,27/01/2016,0,0,#DIV/0!,0,0,N/A,57
Z,Product A,27/01/2016,0,0,#DIV/0!,0,0,N/A,57
W,Product B,27/01/2016,0,0,#DIV/0!,0,0,N/A,57
X,Product B,27/01/2016,0,0,#DIV/0!,0,0,N/A,57
Z,Product B,27/01/2016,0,0,#DIV/0!,0,0,N/A,57
Y,Product B ,27/01/2016,0,0,#DIV/0!,0,0,N/A,57
W,Product A,28/01/2016,36,36,589.2,21211.26,1,589.2,58
X,Product A,28/01/2016,34,34,589.57,20045.22,1,589.57,58
Y,Product A,28/01/2016,0,0,#DIV/0!,0,0,N/A,58
Z,Product A,28/01/2016,0,0,#DIV/0!,0,0,N/A,58
W,Product B,28/01/2016,0,0,#DIV/0!,0,0,N/A,58
X,Product B,28/01/2016,0,0,#DIV/0!,0,0,N/A,58
Z,Product B,28/01/2016,0,0,#DIV/0!,0,0,N/A,58
Y,Product B ,28/01/2016,0,0,#DIV/0!,0,0,N/A,58
W,Product A,29/01/2016,25,25,589.07,14726.63,1,589.07,59
X,Product A,29/01/2016,20,20,590.58,11811.53,1,590.58,59
Y,Product A,29/01/2016,0,0,#DIV/0!,0,0,N/A,59
Z,Product A,29/01/2016,0,0,#DIV/0!,0,0,N/A,59
W,Product B,29/01/2016,0,0,#DIV/0!,0,0,N/A,59
X,Product B,29/01/2016,0,0,#DIV/0!,0,0,N/A,59
Z,Product B,29/01/2016,0,0,#DIV/0!,0,0,N/A,59
Y,Product B ,29/01/2016,0,0,#DIV/0!,0,0,N/A,59
W,Product A,30/01/2016,30,30,589.94,17698.05,1,589.94,60
X,Product A,30/01/2016,27,27,590.7,15948.99,1,590.7,60
Y,Product A,30/01/2016,0,0,#DIV/0!,0,0,N/A,60
Z,Product A,30/01/2016,0,0,#DIV/0!,0,0,N/A,60
W,Product B,30/01/2016,0,0,#DIV/0!,0,0,N/A,60
X,Product B,30/01/2016,0,0,#DIV/0!,0,0,N/A,60
Z,Product B,30/01/2016,0,0,#DIV/0!,0,0,N/A,60
Y,Product B ,30/01/2016,0,0,#DIV/0!,0,0,N/A,60
W,Product A,31/01/2016,35,35,593.99,20789.56,1,593.99,61
X,Product A,31/01/2016,29,29,595.1,17257.79,1,595.1,61
Y,Product A,31/01/2016,0,0,#DIV/0!,0,0,N/A,61
Z,Product A,31/01/2016,0,0,#DIV/0!,0,0,N/A,61
W,Product B,31/01/2016,0,0,#DIV/0!,0,0,N/A,61
X,Product B,31/01/2016,0,0,#DIV/0!,0,0,N/A,61
Z,Product B,31/01/2016,0,0,#DIV/0!,0,0,N/A,61
Y,Product B ,31/01/2016,0,0,#DIV/0!,0,0,N/A,61
W,Product A,01/02/2016,59,59,584.17,34466.2,1,584.17,62
X,Product A,01/02/2016,49,49,582.92,28563,1,582.92,62
Y,Product A,01/02/2016,0,0,#DIV/0!,0,0,N/A,62
Z,Product A,01/02/2016,0,0,#DIV/0!,0,0,N/A,62
W,Product B,01/02/2016,0,0,#DIV/0!,0,0,N/A,62
X,Product B,01/02/2016,0,0,#DIV/0!,0,0,N/A,62
Z,Product B,01/02/2016,0,0,#DIV/0!,0,0,N/A,62
Y,Product B ,01/02/2016,0,0,#DIV/0!,0,0,N/A,62
W,Product A,02/02/2016,34,34,592.93,20159.62,1,592.93,63
X,Product A,02/02/2016,28,28,592.16,16580.44,1,592.16,63
Y,Product A,02/02/2016,0,0,#DIV/0!,0,0,N/A,63
Z,Product A,02/02/2016,0,0,#DIV/0!,0,0,N/A,63
W,Product B,02/02/2016,0,0,#DIV/0!,0,0,N/A,63
X,Product B,02/02/2016,0,0,#DIV/0!,0,0,N/A,63
Z,Product B,02/02/2016,0,0,#DIV/0!,0,0,N/A,63
Y,Product B ,02/02/2016,0,0,#DIV/0!,0,0,N/A,63
W,Product A,03/02/2016,61,61,630.59,38465.89,1,630.59,64
X,Product A,03/02/2016,53,53,626.14,33185.53,1,626.14,64
Y,Product A,03/02/2016,0,0,#DIV/0!,0,0,N/A,64
Z,Product A,03/02/2016,0,0,#DIV/0!,0,0,N/A,64
W,Product B,03/02/2016,0,0,#DIV/0!,0,0,N/A,64
X,Product B,03/02/2016,0,0,#DIV/0!,0,0,N/A,64
Z,Product B,03/02/2016,0,0,#DIV/0!,0,0,N/A,64
Y,Product B ,03/02/2016,0,0,#DIV/0!,0,0,N/A,64
W,Product A,04/02/2016,32,32,602.05,19265.73,1,602.05,65
X,Product A,04/02/2016,24,24,601.16,14427.77,1,601.16,65
Y,Product A,04/02/2016,0,0,#DIV/0!,0,0,N/A,65
Z,Product A,04/02/2016,0,0,#DIV/0!,0,0,N/A,65
W,Product B,04/02/2016,0,0,#DIV/0!,0,0,N/A,65
X,Product B,04/02/2016,0,0,#DIV/0!,0,0,N/A,65
Z,Product B,04/02/2016,0,0,#DIV/0!,0,0,N/A,65
Y,Product B ,04/02/2016,0,0,#DIV/0!,0,0,N/A,65
W,Product A,05/02/2016,28,28,616.45,17260.47,1,616.45,66
X,Product A,05/02/2016,25,25,613.5,15337.61,1,613.5,66
Y,Product A,05/02/2016,0,0,#DIV/0!,0,0,N/A,66
Z,Product A,05/02/2016,0,0,#DIV/0!,0,0,N/A,66
W,Product B,05/02/2016,0,0,#DIV/0!,0,0,N/A,66
X,Product B,05/02/2016,0,0,#DIV/0!,0,0,N/A,66
Z,Product B,05/02/2016,0,0,#DIV/0!,0,0,N/A,66
Y,Product B ,05/02/2016,0,0,#DIV/0!,0,0,N/A,66
W,Product A,06/02/2016,51,51,605.32,30871.08,1,605.32,67
X,Product A,06/02/2016,46,46,601.4,27664.24,1,601.4,67
Y,Product A,06/02/2016,0,0,#DIV/0!,0,0,N/A,67
Z,Product A,06/02/2016,0,0,#DIV/0!,0,0,N/A,67
W,Product B,06/02/2016,0,0,#DIV/0!,0,0,N/A,67
X,Product B,06/02/2016,0,0,#DIV/0!,0,0,N/A,67
Z,Product B,06/02/2016,0,0,#DIV/0!,0,0,N/A,67
Y,Product B ,06/02/2016,0,0,#DIV/0!,0,0,N/A,67
W,Product A,07/02/2016,77,77,602.53,46394.57,1,602.53,68
X,Product A,07/02/2016,65,65,601.75,39113.93,1,601.75,68
Y,Product A,07/02/2016,0,0,#DIV/0!,0,0,N/A,68
Z,Product A,07/02/2016,0,0,#DIV/0!,0,0,N/A,68
W,Product B,07/02/2016,0,0,#DIV/0!,0,0,N/A,68
X,Product B,07/02/2016,0,0,#DIV/0!,0,0,N/A,68
Z,Product B,07/02/2016,0,0,#DIV/0!,0,0,N/A,68
Y,Product B ,07/02/2016,0,0,#DIV/0!,0,0,N/A,68
W,Product A,08/02/2016,31,31,609.09,18881.71,1,609.09,69
X,Product A,08/02/2016,28,28,611.88,17132.65,1,611.88,69
Y,Product A,08/02/2016,0,0,#DIV/0!,0,0,N/A,69
Z,Product A,08/02/2016,0,0,#DIV/0!,0,0,N/A,69
W,Product B,08/02/2016,0,0,#DIV/0!,0,0,N/A,69
X,Product B,08/02/2016,0,0,#DIV/0!,0,0,N/A,69
Z,Product B,08/02/2016,0,0,#DIV/0!,0,0,N/A,69
Y,Product B ,08/02/2016,0,0,#DIV/0!,0,0,N/A,69
W,Product A,09/02/2016,21,21,661.26,13886.54,1,661.26,70
X,Product A,09/02/2016,16,16,660.8,10572.73,1,660.8,70
Y,Product A,09/02/2016,0,0,#DIV/0!,0,0,N/A,70
Z,Product A,09/02/2016,0,0,#DIV/0!,0,0,N/A,70
W,Product B,09/02/2016,0,0,#DIV/0!,0,0,N/A,70
X,Product B,09/02/2016,0,0,#DIV/0!,0,0,N/A,70
Z,Product B,09/02/2016,0,0,#DIV/0!,0,0,N/A,70
Y,Product B ,09/02/2016,0,0,#DIV/0!,0,0,N/A,70
W,Product A,10/02/2016,18,18,674.04,12132.74,1,674.04,71
X,Product A,10/02/2016,18,18,674.04,12132.74,1,674.04,71
Y,Product A,10/02/2016,0,0,#DIV/0!,0,0,N/A,71
Z,Product A,10/02/2016,0,0,#DIV/0!,0,0,N/A,71
W,Product B,10/02/2016,0,0,#DIV/0!,0,0,N/A,71
X,Product B,10/02/2016,0,0,#DIV/0!,0,0,N/A,71
Z,Product B,10/02/2016,0,0,#DIV/0!,0,0,N/A,71
Y,Product B ,10/02/2016,0,0,#DIV/0!,0,0,N/A,71
W,Product A,11/02/2016,16,16,688.8,11020.74,1,688.8,72
X,Product A,11/02/2016,13,13,687,8930.95,1,687,72
Y,Product A,11/02/2016,0,0,#DIV/0!,0,0,N/A,72
Z,Product A,11/02/2016,0,0,#DIV/0!,0,0,N/A,72
W,Product B,11/02/2016,0,0,#DIV/0!,0,0,N/A,72
X,Product B,11/02/2016,0,0,#DIV/0!,0,0,N/A,72
Z,Product B,11/02/2016,0,0,#DIV/0!,0,0,N/A,72
Y,Product B ,11/02/2016,0,0,#DIV/0!,0,0,N/A,72
W,Product A,12/02/2016,11,11,642.84,7071.21,1,642.84,73
X,Product A,12/02/2016,8,8,662.18,5297.42,1,662.18,73
Y,Product A,12/02/2016,0,0,#DIV/0!,0,0,N/A,73
Z,Product A,12/02/2016,0,0,#DIV/0!,0,0,N/A,73
W,Product B,12/02/2016,0,0,#DIV/0!,0,0,N/A,73
X,Product B,12/02/2016,0,0,#DIV/0!,0,0,N/A,73
Z,Product B,12/02/2016,0,0,#DIV/0!,0,0,N/A,73
Y,Product B ,12/02/2016,0,0,#DIV/0!,0,0,N/A,73
W,Product A,13/02/2016,13,13,662.12,8607.52,1,662.12,74
X,Product A,13/02/2016,11,11,669.58,7365.41,1,669.58,74
Y,Product A,13/02/2016,0,0,#DIV/0!,0,0,N/A,74
Z,Product A,13/02/2016,0,0,#DIV/0!,0,0,N/A,74
W,Product B,13/02/2016,0,0,#DIV/0!,0,0,N/A,74
X,Product B,13/02/2016,0,0,#DIV/0!,0,0,N/A,74
Z,Product B,13/02/2016,0,0,#DIV/0!,0,0,N/A,74
Y,Product B ,13/02/2016,0,0,#DIV/0!,0,0,N/A,74
W,Product A,14/02/2016,21,21,678.91,14257.05,1,678.91,75
X,Product A,14/02/2016,19,19,679.02,12901.41,1,679.02,75
Y,Product A,14/02/2016,0,0,#DIV/0!,0,0,N/A,75
Z,Product A,14/02/2016,0,0,#DIV/0!,0,0,N/A,75
W,Product B,14/02/2016,0,0,#DIV/0!,0,0,N/A,75
X,Product B,14/02/2016,0,0,#DIV/0!,0,0,N/A,75
Z,Product B,14/02/2016,0,0,#DIV/0!,0,0,N/A,75
Y,Product B ,14/02/2016,0,0,#DIV/0!,0,0,N/A,75
W,Product A,15/02/2016,13,13,621.85,8083.99,1,621.85,76
X,Product A,15/02/2016,12,12,631.25,7574.99,1,631.25,76
Y,Product A,15/02/2016,0,0,#DIV/0!,0,0,N/A,76
Z,Product A,15/02/2016,0,0,#DIV/0!,0,0,N/A,76
W,Product B,15/02/2016,0,0,#DIV/0!,0,0,N/A,76
X,Product B,15/02/2016,0,0,#DIV/0!,0,0,N/A,76
Z,Product B,15/02/2016,0,0,#DIV/0!,0,0,N/A,76
Y,Product B ,15/02/2016,0,0,#DIV/0!,0,0,N/A,76
W,Product A,16/02/2016,10,10,673.08,6730.8,1,673.08,77
X,Product A,16/02/2016,9,9,681.33,6131.98,1,681.33,77
Y,Product A,16/02/2016,0,0,#DIV/0!,0,0,N/A,77
Z,Product A,16/02/2016,0,0,#DIV/0!,0,0,N/A,77
W,Product B,16/02/2016,0,0,#DIV/0!,0,0,N/A,77
X,Product B,16/02/2016,0,0,#DIV/0!,0,0,N/A,77
Z,Product B,16/02/2016,0,0,#DIV/0!,0,0,N/A,77
Y,Product B ,16/02/2016,0,0,#DIV/0!,0,0,N/A,77
W,Product A,17/02/2016,12,12,662.02,7944.24,1,662.02,78
X,Product A,17/02/2016,12,12,662.02,7944.24,1,662.02,78
Y,Product A,17/02/2016,0,0,#DIV/0!,0,0,N/A,78
Z,Product A,17/02/2016,0,0,#DIV/0!,0,0,N/A,78
W,Product B,17/02/2016,0,0,#DIV/0!,0,0,N/A,78
X,Product B,17/02/2016,0,0,#DIV/0!,0,0,N/A,78
Z,Product B,17/02/2016,0,0,#DIV/0!,0,0,N/A,78
Y,Product B ,17/02/2016,0,0,#DIV/0!,0,0,N/A,78
W,Product A,18/02/2016,17,17,701.81,11930.82,1,701.81,79
X,Product A,18/02/2016,16,16,698.37,11174,1,698.37,79
Y,Product A,18/02/2016,0,0,#DIV/0!,0,0,N/A,79
Z,Product A,18/02/2016,0,0,#DIV/0!,0,0,N/A,79
W,Product B,18/02/2016,0,0,#DIV/0!,0,0,N/A,79
X,Product B,18/02/2016,0,0,#DIV/0!,0,0,N/A,79
Z,Product B,18/02/2016,0,0,#DIV/0!,0,0,N/A,79
Y,Product B ,18/02/2016,0,0,#DIV/0!,0,0,N/A,79
W,Product A,19/02/2016,13,13,658.82,8564.63,1,658.82,80
X,Product A,19/02/2016,10,10,631,6309.97,1,631,80
Y,Product A,19/02/2016,0,0,#DIV/0!,0,0,N/A,80
Z,Product A,19/02/2016,0,0,#DIV/0!,0,0,N/A,80
W,Product B,19/02/2016,0,0,#DIV/0!,0,0,N/A,80
X,Product B,19/02/2016,0,0,#DIV/0!,0,0,N/A,80
Z,Product B,19/02/2016,0,0,#DIV/0!,0,0,N/A,80
Y,Product B ,19/02/2016,0,0,#DIV/0!,0,0,N/A,80
W,Product A,20/02/2016,11,11,625.31,6878.45,1,625.31,81
X,Product A,20/02/2016,9,9,613.65,5522.81,1,613.65,81
Y,Product A,20/02/2016,0,0,#DIV/0!,0,0,N/A,81
Z,Product A,20/02/2016,0,0,#DIV/0!,0,0,N/A,81
W,Product B,20/02/2016,0,0,#DIV/0!,0,0,N/A,81
X,Product B,20/02/2016,0,0,#DIV/0!,0,0,N/A,81
Z,Product B,20/02/2016,0,0,#DIV/0!,0,0,N/A,81
Y,Product B ,20/02/2016,0,0,#DIV/0!,0,0,N/A,81
W,Product A,21/02/2016,18,18,642.57,11566.23,1,642.57,82
X,Product A,21/02/2016,17,17,635.85,10809.41,1,635.85,82
Y,Product A,21/02/2016,0,0,#DIV/0!,0,0,N/A,82
Z,Product A,21/02/2016,0,0,#DIV/0!,0,0,N/A,82
W,Product B,21/02/2016,0,0,#DIV/0!,0,0,N/A,82
X,Product B,21/02/2016,0,0,#DIV/0!,0,0,N/A,82
Z,Product B,21/02/2016,0,0,#DIV/0!,0,0,N/A,82
Y,Product B ,21/02/2016,0,0,#DIV/0!,0,0,N/A,82
W,Product A,22/02/2016,18,18,652.56,11746.12,1,652.56,83
X,Product A,22/02/2016,17,17,656.65,11163.1,1,656.65,83
Y,Product A,22/02/2016,0,0,#DIV/0!,0,0,N/A,83
Z,Product A,22/02/2016,0,0,#DIV/0!,0,0,N/A,83
W,Product B,22/02/2016,0,0,#DIV/0!,0,0,N/A,83
X,Product B,22/02/2016,0,0,#DIV/0!,0,0,N/A,83
Z,Product B,22/02/2016,0,0,#DIV/0!,0,0,N/A,83
Y,Product B ,22/02/2016,0,0,#DIV/0!,0,0,N/A,83
W,Product A,23/02/2016,14,14,613.18,8584.54,1,613.18,84
X,Product A,23/02/2016,12,12,624.38,7492.52,1,624.38,84
Y,Product A,23/02/2016,0,0,#DIV/0!,0,0,N/A,84
Z,Product A,23/02/2016,0,0,#DIV/0!,0,0,N/A,84
W,Product B,23/02/2016,0,0,#DIV/0!,0,0,N/A,84
X,Product B,23/02/2016,0,0,#DIV/0!,0,0,N/A,84
Z,Product B,23/02/2016,0,0,#DIV/0!,0,0,N/A,84
Y,Product B ,23/02/2016,0,0,#DIV/0!,0,0,N/A,84
W,Product A,24/02/2016,11,11,646.22,7108.42,1,646.22,85
X,Product A,24/02/2016,9,9,642.71,5784.38,1,642.71,85
Y,Product A,24/02/2016,0,0,#DIV/0!,0,0,N/A,85
Z,Product A,24/02/2016,0,0,#DIV/0!,0,0,N/A,85
W,Product B,24/02/2016,0,0,#DIV/0!,0,0,N/A,85
X,Product B,24/02/2016,0,0,#DIV/0!,0,0,N/A,85
Z,Product B,24/02/2016,0,0,#DIV/0!,0,0,N/A,85
Y,Product B ,24/02/2016,0,0,#DIV/0!,0,0,N/A,85
W,Product A,25/02/2016,6,6,655.27,3931.59,1,655.27,86
X,Product A,25/02/2016,6,6,655.27,3931.59,1,655.27,86
Y,Product A,25/02/2016,0,0,#DIV/0!,0,0,N/A,86
Z,Product A,25/02/2016,0,0,#DIV/0!,0,0,N/A,86
W,Product B,25/02/2016,0,0,#DIV/0!,0,0,N/A,86
X,Product B,25/02/2016,0,0,#DIV/0!,0,0,N/A,86
Z,Product B,25/02/2016,0,0,#DIV/0!,0,0,N/A,86
Y,Product B ,25/02/2016,0,0,#DIV/0!,0,0,N/A,86
W,Product A,26/02/2016,11,11,669.65,7366.2,1,669.65,87
X,Product A,26/02/2016,10,10,662.52,6625.18,1,662.52,87
Y,Product A,26/02/2016,0,0,#DIV/0!,0,0,N/A,87
Z,Product A,26/02/2016,0,0,#DIV/0!,0,0,N/A,87
W,Product B,26/02/2016,0,0,#DIV/0!,0,0,N/A,87
X,Product B,26/02/2016,0,0,#DIV/0!,0,0,N/A,87
Z,Product B,26/02/2016,0,0,#DIV/0!,0,0,N/A,87
Y,Product B ,26/02/2016,0,0,#DIV/0!,0,0,N/A,87
W,Product A,27/02/2016,13,13,606.39,7883.02,1,606.39,88
X,Product A,27/02/2016,11,11,594.83,6543.18,1,594.83,88
Y,Product A,27/02/2016,0,0,#DIV/0!,0,0,N/A,88
Z,Product A,27/02/2016,0,0,#DIV/0!,0,0,N/A,88
W,Product B,27/02/2016,0,0,#DIV/0!,0,0,N/A,88
X,Product B,27/02/2016,0,0,#DIV/0!,0,0,N/A,88
Z,Product B,27/02/2016,0,0,#DIV/0!,0,0,N/A,88
Y,Product B ,27/02/2016,0,0,#DIV/0!,0,0,N/A,88
W,Product A,28/02/2016,19,19,626.54,11904.19,1,626.54,89
X,Product A,28/02/2016,17,17,629.8,10706.55,1,629.8,89
Y,Product A,28/02/2016,0,0,#DIV/0!,0,0,N/A,89
Z,Product A,28/02/2016,0,0,#DIV/0!,0,0,N/A,89
W,Product B,28/02/2016,0,0,#DIV/0!,0,0,N/A,89
X,Product B,28/02/2016,0,0,#DIV/0!,0,0,N/A,89
Z,Product B,28/02/2016,0,0,#DIV/0!,0,0,N/A,89
Y,Product B ,28/02/2016,0,0,#DIV/0!,0,0,N/A,89
W,Product A,29/02/2016,17,17,611.13,10389.29,1,611.13,90
X,Product A,29/02/2016,16,16,602.03,9632.47,1,602.03,90
Y,Product A,29/02/2016,0,0,#DIV/0!,0,0,N/A,90
Z,Product A,29/02/2016,0,0,#DIV/0!,0,0,N/A,90
W,Product B,29/02/2016,0,0,#DIV/0!,0,0,N/A,90
X,Product B,29/02/2016,0,0,#DIV/0!,0,0,N/A,90
Z,Product B,29/02/2016,0,0,#DIV/0!,0,0,N/A,90
Y,Product B ,29/02/2016,0,0,#DIV/0!,0,0,N/A,90
W,Product A,01/03/2016,17,17,628.46,10683.8,1,628.46,91
X,Product A,01/03/2016,12,12,615.86,7390.37,1,615.86,91
Y,Product A,01/03/2016,0,0,#DIV/0!,0,0,N/A,91
Z,Product A,01/03/2016,0,0,#DIV/0!,0,0,N/A,91
W,Product B,01/03/2016,0,0,#DIV/0!,0,0,N/A,91
X,Product B,01/03/2016,0,0,#DIV/0!,0,0,N/A,91
Z,Product B,01/03/2016,0,0,#DIV/0!,0,0,N/A,91
Y,Product B ,01/03/2016,0,0,#DIV/0!,0,0,N/A,91
W,Product A,02/03/2016,12,12,659.95,7919.43,1,659.95,92
X,Product A,02/03/2016,11,11,652.58,7178.41,1,652.58,92
Y,Product A,02/03/2016,0,0,#DIV/0!,0,0,N/A,92
Z,Product A,02/03/2016,0,0,#DIV/0!,0,0,N/A,92
W,Product B,02/03/2016,0,0,#DIV/0!,0,0,N/A,92
X,Product B,02/03/2016,0,0,#DIV/0!,0,0,N/A,92
Z,Product B,02/03/2016,0,0,#DIV/0!,0,0,N/A,92
Y,Product B ,02/03/2016,0,0,#DIV/0!,0,0,N/A,92
W,Product A,03/03/2016,19,19,632.96,12026.17,1,632.96,93
X,Product A,03/03/2016,18,18,626.08,11269.35,1,626.08,93
Y,Product A,03/03/2016,0,0,#DIV/0!,0,0,N/A,93
Z,Product A,03/03/2016,0,0,#DIV/0!,0,0,N/A,93
W,Product B,03/03/2016,0,0,#DIV/0!,0,0,N/A,93
X,Product B,03/03/2016,0,0,#DIV/0!,0,0,N/A,93
Z,Product B,03/03/2016,0,0,#DIV/0!,0,0,N/A,93
Y,Product B ,03/03/2016,0,0,#DIV/0!,0,0,N/A,93
W,Product A,04/03/2016,14,14,621.89,8706.51,1,621.89,94
X,Product A,04/03/2016,13,13,626.1,8139.29,1,626.1,94
Y,Product A,04/03/2016,0,0,#DIV/0!,0,0,N/A,94
Z,Product A,04/03/2016,0,0,#DIV/0!,0,0,N/A,94
W,Product B,04/03/2016,0,0,#DIV/0!,0,0,N/A,94
X,Product B,04/03/2016,0,0,#DIV/0!,0,0,N/A,94
Z,Product B,04/03/2016,0,0,#DIV/0!,0,0,N/A,94
Y,Product B ,04/03/2016,0,0,#DIV/0!,0,0,N/A,94
W,Product A,05/03/2016,10,10,611.46,6114.6,1,611.46,95
X,Product A,05/03/2016,10,10,611.46,6114.6,1,611.46,95
Y,Product A,05/03/2016,0,0,#DIV/0!,0,0,N/A,95
Z,Product A,05/03/2016,0,0,#DIV/0!,0,0,N/A,95
W,Product B,05/03/2016,0,0,#DIV/0!,0,0,N/A,95
X,Product B,05/03/2016,0,0,#DIV/0!,0,0,N/A,95
Z,Product B,05/03/2016,0,0,#DIV/0!,0,0,N/A,95
Y,Product B ,05/03/2016,0,0,#DIV/0!,0,0,N/A,95
W,Product A,06/03/2016,18,18,663.66,11945.83,1,663.66,96
X,Product A,06/03/2016,16,16,661.89,10590.19,1,661.89,96
Y,Product A,06/03/2016,0,0,#DIV/0!,0,0,N/A,96
Z,Product A,06/03/2016,0,0,#DIV/0!,0,0,N/A,96
W,Product B,06/03/2016,0,0,#DIV/0!,0,0,N/A,96
X,Product B,06/03/2016,0,0,#DIV/0!,0,0,N/A,96
Z,Product B,06/03/2016,0,0,#DIV/0!,0,0,N/A,96
Y,Product B ,06/03/2016,0,0,#DIV/0!,0,0,N/A,96
W,Product A,07/03/2016,16,16,591.63,9466.1,1,591.63,97
X,Product A,07/03/2016,13,13,602.76,7835.85,1,602.76,97
Y,Product A,07/03/2016,0,0,#DIV/0!,0,0,N/A,97
Z,Product A,07/03/2016,0,0,#DIV/0!,0,0,N/A,97
W,Product B,07/03/2016,0,0,#DIV/0!,0,0,N/A,97
X,Product B,07/03/2016,0,0,#DIV/0!,0,0,N/A,97
Z,Product B,07/03/2016,0,0,#DIV/0!,0,0,N/A,97
Y,Product B ,07/03/2016,0,0,#DIV/0!,0,0,N/A,97
W,Product A,08/03/2016,13,13,595.2,7737.66,1,595.2,98
X,Product A,08/03/2016,12,12,593.59,7123.04,1,593.59,98
Y,Product A,08/03/2016,0,0,#DIV/0!,0,0,N/A,98
Z,Product A,08/03/2016,0,0,#DIV/0!,0,0,N/A,98
